,X,wdir,surf_USAF,surf_WBAN,surf_CALL,Ice.Free.Call,ifg,Name,surf_Latitude,surf_Longitude,surf_Elevation,UTC,AnenometerHeight,Type,startYear,stopYear,ua_WMO,ua_UTC,State.tif.file,lc_type,snow,arid,moisture,state,Airport,WINTERNS,WINTERWS,SPRING,SUMMER,AUTUM,lc_file
267,267,C:\IA\DAVENPORT_MUNI_AP,725349,94982,KDVN,DVN,Y 10 20 2005,DAVENPORT MUNI AP,41.61389,-90.59139,229,-6,10,"AIRWAYS,ASOS",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W090/NLCD2001_LC_N39W090.tif
268,268,C:\IA\DES_MOINES_INTL_AP,725460,14933,KDSM,DSM,Y 04 18 2007,DES MOINES INTL AP,41.5338,-93.653,292,-6,10,"ASOS,COOP",2014,2014,72558,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W093/NLCD2001_LC_N39W093.tif
269,269,C:\IA\DUBUQUE_RGNL_AP,725470,94908,KDBQ,DBQ,Y 04 20 2007,DUBUQUE RGNL AP,42.39778,-90.70361,322,-6,10,"ASOS,COOP",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W090/NLCD2001_LC_N42W090.tif
270,270,C:\IA\ESTHERVILLE_MUNICIPAL_AP,726499,94971,KEST,EST,Y 05 02 2007,ESTHERVILLE MUNICIPAL AP,43.40111,-94.74722,401,-6,10,"AIRWAYS,ASOS,COOP",2014,2014,72649,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W093/NLCD2001_LC_N42W093.tif
271,271,C:\IA\IOWA_CITY_MUNI_AP,725462,14937,KIOW,IOW,Y 10 20 2005,IOWA CITY MUNI AP,41.63278,-91.54306,198,-6,10,"AIRWAYS,ASOS",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W090/NLCD2001_LC_N39W090.tif
272,272,C:\IA\LAMONI_MUNICIPAL_AP,725499,94991,KLWD,LWD,Y 05 29 2007,LAMONI MUNICIPAL AP,40.6306,-93.9008,346,-6,10,"AIRWAYS,ASOS,COOP",2014,2014,72456,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W093/NLCD2001_LC_N39W093.tif
273,273,C:\IA\MARSHALLTOWN_MUNICIPAL_AP,725461,94988,KMIW,MIW,Y 10 20 2005,MARSHALLTOWN MUNICIPAL AP,42.11056,-92.91611,297,-6,10,"AIRWAYS,ASOS,COOP",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W090/NLCD2001_LC_N42W090.tif
274,274,C:\IA\MASON_CITY_MUNI_AP,725485,14940,KMCW,MCW,Y 05 17 2007,MASON CITY MUNI AP,43.1544,-93.3269,373,-6,10,"ASOS,COOP",2014,2014,72649,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W093/NLCD2001_LC_N42W093.tif
275,275,C:\IA\OTTUMWA_INDUSTRIAL_AP,725465,14950,KOTM,OTM,Y 06 13 2007,OTTUMWA INDUSTRIAL AP,41.1077,-92.4466,257,-6,10,"ASOS,COOP",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W090/NLCD2001_LC_N39W090.tif
276,276,C:\IA\SIOUX_CITY_GATEWAY_AP,725570,14943,KSUX,SUX,Y 04 30 2009,SIOUX CITY GATEWAY AP,42.3913,-96.3791,334,-6,10,"AIRWAYS,ASOS,COOP",2014,2014,72558,-6,"IA, NE",NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W096/NLCD2001_LC_N42W096.tif
277,277,C:\IA\SPENCER_MUNI_AP,726500,14972,KSPW,SPW,Y 11 07 2005,SPENCER MUNI AP,43.16444,-95.20167,407,-6,10,"AIRWAYS,ASOS",2014,2014,72558,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W093/NLCD2001_LC_N42W093.tif
278,278,C:\IA\WATERLOO_MUNI_AP,725480,94910,KALO,ALO,Y 06 25 2007,WATERLOO MUNI AP,42.5544,-92.4011,265,-6,10,"AIRWAYS,ASOS,COOP,WXSVC",2014,2014,74455,-6,IA,NLCD2001,Y,N,A,IA,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W090/NLCD2001_LC_N42W090.tif
279,279,C:\ID\BOISE_AIR_TERMINAL,726810,24131,KBOI,BOI,Y 01 09 2007,BOISE AIR TERMINAL,43.5666,-116.2405,858,-7,10,"ASOS,COOP",2014,2014,72681,-7,ID,NLCD2001,N,N,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
280,280,C:\ID\BURLEY_MUNI_AP,725867,24133,KBYI,BYI,Y 11 07 2005,BURLEY MUNI AP,42.5416,-113.7661,1266,-7,10,"ASOS,COOP",2014,2014,72572,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W111/NLCD2001_LC_N42W111.tif
281,281,C:\ID\CHALLIS_AP,727833,4114,KLLJ,LLJ,Y 01 02 2003,CHALLIS AP,44.52278,-114.215,1534,-7,8,ASOS,2014,2014,72681,-7,ID,NLCD2001,Y,N,A,ID,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
282,282,C:\ID\IDAHO_FALLS_FANNING_FLD,725785,24145,KIDA,IDA,Y 01 30 2007,IDAHO FALLS FANNING FLD,43.51639,-112.06722,1441,-7,8,"AIRWAYS,ASOS",2014,2014,72572,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W111/NLCD2001_LC_N42W111.tif
283,283,C:\ID\JEROME_CO_AP,726816,4110,KJER,JER,Y 05 04 2006,JEROME CO AP,42.72667,-114.45639,1223,-7,8,"AIRWAYS,ASOS",2014,2014,72681,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
284,284,C:\ID\LEWISTON_NEZ_PERCE_CO_AP,727830,24149,KLWS,LWS,Y 04 11 2007,LEWISTON NEZ PERCE CO AP,46.3747,-117.0156,438,-8,8,"AIRSAMPLE,ASOS,COOP,USHCN",2014,2014,72786,-8,"WA, ID",NLCD2001,N,N,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N45W117/NLCD2001_LC_N45W117.tif
285,285,C:\ID\LOWELL_THREE_RIVERS,725784,4109,KP69,P69,Y 05 29 2007,LOWELL THREE RIVERS,46.14417,-115.59639,451,-8,8,ASOS,2014,2014,72786,-8,ID,NLCD2001,Y,N,A,ID,N,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N45W114/NLCD2001_LC_N45W114.tif
286,286,C:\ID\MCCALL_AP,725788,94182,KMYL,MYL,Y 06 07 2006,MCCALL AP,44.88889,-116.10167,1528,-7,10,"AIRWAYS,ASOS",2014,2014,72681,-7,ID,NLCD2001,Y,N,A,ID,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
287,287,C:\ID\MULLAN_PASS_VOR/DME,726817,24154,KMLP,MLP,Y 07 03 2006,MULLAN PASS VOR/DME,47.45694,-115.645,1837,-8,8,"AIRWAYS,ASOS",2014,2014,72786,-8,"MT, ID",NLCD2001,Y,N,A,ID,N,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N45W114/NLCD2001_LC_N45W114.tif
288,288,C:\ID\POCATELLO_RGNL_AP,725780,24156,KPIH,PIH,Y 03 06 2007,POCATELLO RGNL AP,42.9202,-112.5711,1357,-7,10,"ASOS,COOP",2014,2014,72572,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W111/NLCD2001_LC_N42W111.tif
289,289,C:\ID\REXBURG_MADISON_CO_AP,726818,94194,KRXE,RXE,Y 10 20 2005,REXBURG MADISON CO AP,43.83389,-111.80444,1481,-7,10,"AIRWAYS,ASOS",2014,2014,72572,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W111/NLCD2001_LC_N42W111.tif
290,290,C:\ID\STANLEY_RS,726824,4112,KSNT,SNT,Y 10 11 2006,STANLEY RS,44.17083,-114.92722,1980,-7,10,ASOS,2014,2014,72681,-7,ID,NLCD2001,Y,N,A,ID,N,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
291,291,C:\ID\TWIN_FALLS_SUN_VLY_RGNL_AP,725866,94178,KTWF,TWF,Y 07 18 2007,TWIN FALLS SUN VLY RGNL AP,42.48194,-114.48694,1261,-7,10,"AIRWAYS,ASOS",2014,2014,72681,-7,ID,NLCD2001,N,Y,A,ID,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W114/NLCD2001_LC_N42W114.tif
292,292,C:\IL\CAHOKIA_ST_LOUIS_AP,725314,3960,KCPS,CPS,Y 05 11 2009,CAHOKIA ST LOUIS AP,38.57139,-90.15722,126,-6,10,"AIRWAYS,ASOS",2014,2014,74560,-6,"IL, MO",NLCD2001,N,N,A,IL,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W090/NLCD2001_LC_N36W090.tif
293,293,C:\IL\CARBONDALE_SOUTHERN_IL_AP,724336,93810,KMDH,MDH,Y 05 24 2007,CARBONDALE SOUTHERN IL AP,37.77972,-89.24972,124,-6,10,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,N,N,A,IL,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W087/NLCD2001_LC_N36W087.tif
294,294,C:\IL\CHAMPAIGN_WILLARD_AP,725315,94870,KCMI,CMI,Y 05 10 2007,CHAMPAIGN WILLARD AP,40.03972,-88.27778,229,-6,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
295,295,C:\IL\CHICAGO_AURORA_MUNI_AP,744655,4808,KARR,ARR,Y 12 06 2002,CHICAGO AURORA MUNI AP,41.77,-88.48139,216,-6,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
296,296,C:\IL\CHICAGO_MIDWAY_AP,725340,14819,KMDW,MDW,Y 06 13 2007,CHICAGO MIDWAY AP,41.78611,-87.75222,187,-6,10,"AIRWAYS,ASOS,WXSVC",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
297,297,C:\IL\CHICAGO_OHARE_INTL_AP,725300,94846,KORD,ORD,Y 06 27 2007,CHICAGO OHARE INTL AP,41.995,-87.9336,202,-6,10,"ASOS,COOP,WXSVC",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
298,298,C:\IL\CHICAGO_PALWAUKEE_AP,744665,4838,KPWK,PWK,Y 06 26 2007,CHICAGO PALWAUKEE AP,42.12083,-87.90472,194,-6,8,"AIRWAYS,ASOS",2014,2014,72645,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W087/NLCD2001_LC_N42W087.tif
299,299,C:\IL\CHICAGO_WAUKEGAN_RGNL_AP,725347,14880,KUGN,UGN,Y 05 24 2007,CHICAGO WAUKEGAN RGNL AP,42.41667,-87.86667,216,-6,10,ASOS,2014,2014,72645,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W087/NLCD2001_LC_N42W087.tif
300,300,C:\IL\DECATUR_AP,725316,3887,KDEC,DEC,Y 03 20 2007,DECATUR AP,39.83444,-88.86556,206,-6,10,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
301,301,C:\IL\LAWRENCEVILLE_INTL_AP,725342,13809,KLWV,LWV,Y 11 07 2005,LAWRENCEVILLE INTL AP,38.76417,-87.60556,131,-6,10,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W087/NLCD2001_LC_N36W087.tif
302,302,C:\IL\MATTOON_COLES_CO_AP,725317,53802,KMTO,MTO,Y 10 20 2005,MATTOON COLES CO AP,39.47806,-88.28028,217,-6,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
303,303,C:\IL\MOLINE_QUAD_CITY_INTL_AP,725440,14923,KMLI,MLI,Y 04 16 2007,MOLINE QUAD CITY INTL AP,41.46528,-90.52333,180,-6,10,"ASOS,COOP,WXSVC",2014,2014,74455,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W090/NLCD2001_LC_N39W090.tif
304,304,C:\IL\PEORIA_GTR_PEORIA_AP,725320,14842,KPIA,PIA,Y 09 18 2006,PEORIA GTR PEORIA AP,40.6675,-89.6839,198,-6,10,"AIRSAMPLE,ASOS,COOP,WXSVC",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
305,305,C:\IL\QUINCY_RGNL_AP,724430,93989,KUIN,UIN,Y 09 20 2006,QUINCY RGNL AP,39.93694,-91.19194,234,-6,8,"ASOS,COOP",2014,2014,74455,-6,IL,NLCD2001,N,N,A,IL,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W090/NLCD2001_LC_N39W090.tif
306,306,C:\IL\ROCKFORD_GTR_ROCKFORD_AP,725430,94822,KRFD,RFD,Y 05 22 2007,ROCKFORD GTR ROCKFORD AP,42.1927,-89.093,223,-6,10,"ASOS,COOP,WXSVC",2014,2014,74455,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N42W087/NLCD2001_LC_N42W087.tif
307,307,C:\IL\SPRINGFIELD_CAPITAL_AP,724390,93822,KSPI,SPI,Y 09 25 2006,SPRINGFIELD CAPITAL AP,39.8447,-89.6839,181,-6,10,"AIRSAMPLE,AIRWAYS,ASOS,COOP",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
308,308,C:\IL\WEST_CHICAGO_DUPAGE_AP,725305,94892,KDPA,DPA,Y 06 29 2007,WEST CHICAGO DUPAGE AP,41.91444,-88.24639,230,-6,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IL,NLCD2001,Y,N,A,IL,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
309,309,C:\IN\BLOOMINGTON_MONROE_CO_AP,724375,3893,KBMG,BMG,Y 05 25 2007,BLOOMINGTON MONROE CO AP,39.13333,-86.61667,257,-5,8,"AIRWAYS,ASOS",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
310,310,C:\IN\EVANSVILLE_REGIONAL_AP,724320,93817,KEVV,EVV,Y 09 26 2006,EVANSVILLE REGIONAL AP,38.0441,-87.5205,122,-6,8,"AIRSAMPLE,AIRWAYS,ASOS,COOP",2014,2014,72327,-6,IN,NLCD2001,N,N,A,IN,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W087/NLCD2001_LC_N36W087.tif
311,311,C:\IN\FT_WAYNE_INTL_AP,725330,14827,KFWA,FWA,Y 09 21 2006,FT WAYNE INTL AP,40.9705,-85.2063,241,-5,10,"AIRWAYS,ASOS,COOP",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
312,312,C:\IN\GOSHEN_MUNI_AP,724388,14829,KGSH,GSH,Y 12 16 2005,GOSHEN MUNI AP,41.5333,-85.7833,253,-5,10,"AIRWAYS,ASOS,COOP",2014,2014,72632,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
313,313,C:\IN\INDIANAPOLIS_EAGLE_CREEK_AP,724384,53842,KEYE,EYE,Y 10 04 2005,INDIANAPOLIS EAGLE CREEK AP,39.825,-86.29583,249,-5,10,"AIRWAYS,ASOS",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
314,314,C:\IN\INDIANAPOLIS_INTL_AP,724380,93819,KIND,IND,Y 05 22 2007,INDIANAPOLIS INTL AP,39.7318,-86.2788,241,-5,10,"ASOS,COOP,WXSVC",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
315,315,C:\IN\LAFAYETTE_PURDUE_UNIV_AP,724386,14835,KLAF,LAF,Y 09 14 2006,LAFAYETTE PURDUE UNIV AP,40.41222,-86.93694,183,-5,10,"AIRWAYS,ASOS,WXSVC",2014,2014,74560,-6,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
316,316,C:\IN\MUNCIE_DELAWARE_CO_AP,725336,94895,KMIE,MIE,Y 05 29 2007,MUNCIE DELAWARE CO AP,40.23417,-85.39361,286,-5,10,"AIRWAYS,ASOS",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
317,317,C:\IN\S_BEND_AP,725350,14848,KSBN,SBN,Y 09 27 2006,S BEND AP,41.7072,-86.3163,236,-5,10,"AIRWAYS,ASOS,COOP",2014,2014,72632,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
318,318,C:\IN\SHELBYVILLE_MUNI_AP,724356,53866,KGEZ,GEZ,Y 10 04 2005,SHELBYVILLE MUNI AP,39.57806,-85.80333,245,-5,10,"AIRWAYS,ASOS",2014,2014,72426,-5,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W084/NLCD2001_LC_N39W084.tif
319,319,C:\IN\TERRE_HAUTE_HULMAN_RGNL_AP,724373,3868,KHUF,HUF,Y 01 16 2003,TERRE HAUTE HULMAN RGNL AP,39.45194,-87.30889,175,-5,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
320,320,C:\IN\VALPARAISO_PORTER_CO_MUNI_AP,725327,4846,KVPZ,VPZ,Y 11 07 2005,VALPARAISO PORTER CO MUNI AP,41.4525,-87.00583,232,-6,8,"AIRWAYS,ASOS",2014,2014,74560,-6,IN,NLCD2001,Y,N,A,IN,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W087/NLCD2001_LC_N39W087.tif
321,321,C:\KS\CHANUTE_MARTIN_JOHNSON_AP,724507,13981,KCNU,CNU,Y 06 07 2006,CHANUTE MARTIN JOHNSON AP,37.67028,-95.48417,300,-6,10,ASOS,2014,2014,72456,-6,KS,NLCD2001,Y,N,A,KS,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W093/NLCD2001_LC_N36W093.tif
322,322,C:\KS\CONCORDIA_MUNI_AP,724580,13984,KCNK,CNK,Y 01 10 2007,CONCORDIA MUNI AP,39.5514,-97.6508,448,-6,10,"ASOS,COOP",2014,2014,72456,-6,KS,NLCD2001,Y,N,A,KS,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W096/NLCD2001_LC_N39W096.tif
323,323,C:\KS\DODGE_CITY_RGNL_AP,724510,13985,KDDC,DDC,Y 09 13 2006,DODGE CITY RGNL AP,37.7686,-99.9678,787,-6,8,"ASOS,COOP,WXSVC",2014,2014,72451,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W099/NLCD2001_LC_N36W099.tif
324,324,C:\KS\EMPORIA_MUNI_AP,724556,13989,KEMP,EMP,Y 04 02 2007,EMPORIA MUNI AP,38.32917,-96.19472,365,-6,10,"AIRWAYS,ASOS,BASIC,COOP,WXSVC",2014,2014,72456,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W096/NLCD2001_LC_N36W096.tif
325,325,C:\KS\FT_RILEY_MULTIPLE_PURPOSE_RNG,722819,53989,KAMM,NA,N,FT RILEY MULTIPLE PURPOSE RNG,39.29417,-96.92639,385,-6,10,"ASOS,MILITARY",2014,2014,72456,-6,KS,NLCD2001,Y,N,A,KS,N,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W096/NLCD2001_LC_N39W096.tif
326,326,C:\KS\GARDEN_CITY_RGNL_AP,724515,23064,KGCK,GCK,Y 01 24 2007,GARDEN CITY RGNL AP,37.92722,-100.72472,878,-6,8,"AIRWAYS,ASOS",2014,2014,72451,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W099/NLCD2001_LC_N36W099.tif
327,327,C:\KS\GOODLAND_RENNER_FLD,724650,23065,KGLD,GLD,Y 10 27 2005,GOODLAND RENNER FLD,39.36722,-101.69333,1114,-7,10,"ASOS,COOP,WXSVC",2014,2014,72562,-6,KS,NLCD2001,N,Y,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W099/NLCD2001_LC_N39W099.tif
328,328,C:\KS\HILL_CITY_MUNI_AP,724655,93990,KHLC,HLC,Y 02 06 2007,HILL CITY MUNI AP,39.37556,-99.82972,667,-6,10,"AIRWAYS,ASOS",2014,2014,72451,-6,KS,NLCD2001,Y,N,A,KS,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W099/NLCD2001_LC_N39W099.tif
329,329,C:\KS\HUTCHINSON_MUNI_AP,724506,13986,KHUT,HUT,Y 01 29 2007,HUTCHINSON MUNI AP,38.06528,-97.86056,463,-6,10,ASOS,2014,2014,74646,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W096/NLCD2001_LC_N36W096.tif
330,330,C:\KS\LAWRENCE_MUNI_AP,724508,3997,KLWC,LWC,Y 10 07 2005,LAWRENCE MUNI AP,39.00778,-95.21167,254,-6,10,"AIRWAYS,ASOS,COOP",2014,2014,72456,-6,KS,NLCD2001,Y,N,A,KS,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W093/NLCD2001_LC_N39W093.tif
331,331,C:\KS\MANHATTAN_MUNI_AP,724555,3936,KMHK,MHK,Y 02 21 2007,MANHATTAN MUNI AP,39.1346,-96.6788,322,-6,8,"AIRWAYS,ASOS,COOP,WXSVC",2014,2014,72456,-6,KS,NLCD2001,Y,N,A,KS,Y,,12 1 2,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N39W096/NLCD2001_LC_N39W096.tif
332,332,C:\KS\MEDICINE_LODGE,724520,3957,KP28,P28,Y 11 17 2005,MEDICINE LODGE,37.2839,-98.5528,468,-6,10,"ASOS,COOP",2014,2014,74646,-6,KS,NLCD2001,N,N,A,KS,N,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W096/NLCD2001_LC_N36W096.tif
333,333,C:\KS\OLATHE_JOHNSON_CO_AP,724475,93909,KIXD,IXD,Y 01 26 2007,OLATHE JOHNSON CO AP,38.83167,-94.88972,327,-6,10,"AIRWAYS,ASOS",2014,2014,72456,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W093/NLCD2001_LC_N36W093.tif
334,334,C:\KS\OLATHE_JOHNSON_CO_EXEC_AP,724468,3967,KOJC,OJC,Y 04 20 2007,OLATHE JOHNSON CO EXEC AP,38.85,-94.73917,326,-6,10,"AIRWAYS,ASOS",2014,2014,72456,-6,KS,NLCD2001,N,N,A,KS,Y,12 1 2,,3 4 5,6 7 8,9 10 11,C:/local/landuse/nlcd2001_lc_N36W093/NLCD2001_LC_N36W093.tif
